변환한 주소	시	구	동	상호명	유가 정보 기간	상표	셀프여부	고급휘발유	휘발유	경유
서울 양천구 신정동 209-6	서울	양천구	신정동	SK에너지(주) 신평	2019년 10월 4주	SK에너지	일반	1799.00	1599.00	1499.00
서울 양천구 신월동 87-15	서울	양천구	신월동	가로공원주유소	2019년 10월 4주	SK에너지	일반	0.00	1506.00	1357.00
서울 양천구 신월동 206-1	서울	양천구	신월동	개나리(셀프주유소)	2019년 10월 4주	SK에너지	셀프	0.00	1474.71	1304.71
서울 양천구 신월동 474-4	서울	양천구	신월동	대농self주유소	2019년 10월 4주	SK에너지	셀프	0.00	1517.00	1369.00
서울 양천구 목동 199-58	서울	양천구	목동	목동주유소	2019년 10월 4주	SK에너지	셀프	0.00	1510.00	1360.71
서울 양천구 신월동 951-4	서울	양천구	신월동	신양주유소	2019년 10월 4주	SK에너지	일반	0.00	1653.00	1484.00
서울 양천구 신월동 534-24	서울	양천구	신월동	신월주유소	2019년 10월 4주	GS칼텍스	셀프	0.00	1488.00	1335.86
서울 양천구 신정동 162-40	서울	양천구	신정동	신정동주유소	2019년 10월 4주	현대오일뱅크	셀프	0.00	1536.57	1406.57
서울 양천구 신정동 872-1	서울	양천구	신정동	양정주유소	2019년 10월 4주	현대오일뱅크	일반	0.00	1597.00	1458.00
서울 양천구 목동 804-35	서울	양천구	목동	양천구주유소	2019년 10월 4주	알뜰주유소	셀프	0.00	1495.00	1365.00
서울 양천구 신정동 1294-6	서울	양천구	신정동	지에스이앤알 직영 서울주유소	2019년 10월 4주	GS칼텍스	일반	0.00	1513.00	1363.29
서울 양천구 목동 121-4	서울	양천구	목동	지에스칼텍스㈜ 건지주유소	2019년 10월 4주	GS칼텍스	셀프	1676.57	1515.14	1360.86
서울 양천구 신월동 52-1	서울	양천구	신월동	지에스칼텍스㈜ 서호주유소	2019년 10월 4주	GS칼텍스	셀프	1666.14	1503.29	1388.43
서울 양천구 신정동 161-5	서울	양천구	신정동	평화주유소	2019년 10월 4주	SK에너지	일반	2039.86	1874.14	1687.43
서울 양천구 신정동 151-20	서울	양천구	신정동	현대오일뱅크(주)직영 양천셀프주유소	2019년 10월 4주	현대오일뱅크	셀프	1630.71	1515.00	1365.00
서울 양천구 목동 516-1	서울	양천구	목동	현대오일뱅크㈜직영 목동셀프주유소	2019년 10월 4주	현대오일뱅크	셀프	0.00	1495.00	1355.00
서울 양천구 신월동 167-1	서울	양천구	신월동	현대주유소	2019년 10월 4주	S-OIL	셀프	0.00	1473.29	1303.29
서울 양천구 신월동 199-5	서울	양천구	신월동	형산석유(주)원주유소	2019년 10월 4주	현대오일뱅크	일반	0.00	1473.29	1303.29
서울 영등포구 대림동 664-18	서울	영등포구	대림동	(주)MS주유소	2019년 10월 4주	현대오일뱅크	일반	0.00	1509.00	1339.00
서울 영등포구 도림동 71	서울	영등포구	도림동	(주)강서오일	2019년 10월 4주	현대오일뱅크	일반	0.00	1509.00	1339.00
서울 영등포구 대림동 776-3	서울	영등포구	대림동	(주)대청에너지 대청주유소	2019년 10월 4주	GS칼텍스	일반	0.00	1509.00	1339.00
서울 영등포구 양평동4가 28	서울	영등포구	양평동4가	(주)한미석유 제2한강주유소	2019년 10월 4주	GS칼텍스	셀프	0.00	1566.00	1430.00
서울 영등포구 여의도동 13-11	서울	영등포구	여의도동	KH여의도주유소	2019년 10월 4주	SK에너지	일반	2045.00	1979.00	1799.00
서울 영등포구 여의도동 10-1	서울	영등포구	여의도동	SJ오일(주) 여의도주유소	2019년 10월 4주	GS칼텍스	일반	2043.00	1973.00	1800.00
서울 영등포구 양평동1가 104-1	서울	영등포구	양평동1가	SK네트웍스(주) 영등포행복SELF주유소	2019년 10월 4주	SK에너지	셀프	0.00	1626.14	1510.43
서울 영등포구 양평동4가 158	서울	영등포구	양평동4가	SK네트웍스(주)직영기린주유소	2019년 10월 4주	SK에너지	셀프	0.00	1649.00	1499.00
서울 영등포구 여의도동 48-1	서울	영등포구	여의도동	SK네트웍스㈜직영 여의도주유소	2019년 10월 4주	SK에너지	일반	2129.00	1999.00	1839.00
서울 영등포구 대림동 667-9	서울	영등포구	대림동	SK네트윅스(주)윈윈주유소	2019년 10월 4주	SK에너지	셀프	0.00	1569.00	1439.00
서울 영등포구 신길동 50-8	서울	영등포구	신길동	SK에너지(주) 신길동주유소	2019년 10월 4주	SK에너지	일반	1654.57	1554.57	1416.86
서울 영등포구 양평동3가 80-2	서울	영등포구	양평동3가	SK에너지(주) 양평주유소	2019년 10월 4주	SK에너지	셀프	0.00	1570.29	1434.29
서울 영등포구 여의도동 17-4	서울	영등포구	여의도동	sk여명주유소	2019년 10월 4주	SK에너지	일반	0.00	1667.00	1497.00
서울 영등포구 문래동3가 8-7	서울	영등포구	문래동3가	㈜지에스이앤알 모드니주유소	2019년 10월 4주	GS칼텍스	일반	0.00	1529.00	1369.00
서울 영등포구 영등포동 426-90	서울	영등포구	영등포동	남부(영등포)	2019년 10월 4주	SK에너지	셀프	0.00	1559.00	1389.00
서울 영등포구 대림동 667-13	서울	영등포구	대림동	남서울고속주유소	2019년 10월 4주	SK에너지	셀프	0.00	1539.00	1399.00
서울 영등포구 영등포동7가 62-14	서울	영등포구	영등포동7가	대영주유소	2019년 10월 4주	GS칼텍스	셀프	0.00	1659.00	1520.00
서울 영등포구 도림동 243-2	서울	영등포구	도림동	도림주유소	2019년 10월 4주	알뜰주유소	셀프	0.00	1509.00	1339.00
서울 영등포구 신길동 100-10	서울	영등포구	신길동	매봉주유소	2019년 10월 4주	현대오일뱅크	셀프	0.00	1509.00	1369.00
서울 영등포구 당산동 121-106	서울	영등포구	당산동	버드나룻길주유소	2019년 10월 4주	SK에너지	일반	2029.00	1911.43	1780.00
서울 영등포구 신길동 70-1	서울	영등포구	신길동	보라주유소	2019년 10월 4주	GS칼텍스	일반	0.00	1539.00	1386.14
서울 영등포구 양평동5가 37	서울	영등포구	양평동5가	선유도주유소	2019년 10월 4주	S-OIL	셀프	0.00	1566.00	1430.00
서울 영등포구 신길동 355-545	서울	영등포구	신길동	성락주유소	2019년 10월 4주	S-OIL	셀프	0.00	1520.43	1356.14
서울 영등포구 신길동 1155	서울	영등포구	신길동	씨앤에스유통 한성주유소	2019년 10월 4주	S-OIL	일반	0.00	1566.57	1432.29
서울 영등포구 여의도동 17-2	서울	영등포구	여의도동	지에스칼텍스(주) 국회대로주유소	2019년 10월 4주	GS칼텍스	일반	2039.00	1961.00	1800.00
서울 영등포구 신길동 3632-2	서울	영등포구	신길동	지에스칼텍스㈜ 신길주유소	2019년 10월 4주	GS칼텍스	셀프	1669.00	1519.00	1366.14
서울 영등포구 문래동2가 1	서울	영등포구	문래동2가	지에스칼텍스㈜ 화일주유소	2019년 10월 4주	GS칼텍스	셀프	1706.14	1550.43	1399.00
서울 영등포구 신길동 4214	서울	영등포구	신길동	한경석유(주)경덕주유소	2019년 10월 4주	SK에너지	셀프	0.00	1519.00	1370.43
서울 영등포구 문래동3가 76-3	서울	영등포구	문래동3가	한일주유소	2019년 10월 4주	SK에너지	일반	0.00	1840.00	1680.00
서울 영등포구 신길동 298-34	서울	영등포구	신길동	행촌주유소	2019년 10월 4주	SK에너지	일반	0.00	1509.00	1359.00
서울 영등포구 당산동1가 5-5	서울	영등포구	당산동1가	현대오일뱅크㈜직영 대일셀프주유소	2019년 10월 4주	현대오일뱅크	셀프	1749.00	1550.43	1430.43
서울 용산구 서빙고동 4-153	서울	용산구	서빙고동	(주)남경주유소	2019년 10월 4주	SK에너지	일반	2218.00	1999.00	1860.00
서울 용산구 원효로3가 45-2	서울	용산구	원효로3가	(주)신태성주유소	2019년 10월 4주	SK에너지	일반	2160.00	1940.00	1795.00
서울 용산구 원효로2가 70-2	서울	용산구	원효로2가	(주)영원 풍기주유소	2019년 10월 4주	GS칼텍스	일반	2169.00	1934.00	1768.00
서울 용산구 한강로3가 65-155	서울	용산구	한강로3가	(주)한독모터스용산뉴타운주유소	2019년 10월 4주	GS칼텍스	일반	1758.00	1638.00	1518.00
서울 용산구 갈월동 11-34	서울	용산구	갈월동	갈월동주유소	2019년 10월 4주	SK에너지	일반	2249.00	1999.00	1899.00
서울 용산구 청암동 168-36	서울	용산구	청암동	강변주유소	2019년 10월 4주	SK에너지	일반	2089.00	1799.00	1691.86
서울 용산구 동자동 14-125	서울	용산구	동자동	동자동 주유소	2019년 10월 4주	SK에너지	일반	2390.00	2090.00	1890.00
서울 용산구 서계동 47-15	서울	용산구	서계동	서계주유소	2019년 10월 4주	GS칼텍스	일반	2174.00	2048.00	1906.00
서울 용산구 한남동 224	서울	용산구	한남동	수림석유 제3한강주유소	2019년 10월 4주	GS칼텍스	일반	2313.00	2018.00	1877.00
서울 용산구 한남동 707-14	서울	용산구	한남동	에너비스	2019년 10월 4주	SK에너지	일반	2398.00	2178.00	1998.00
서울 용산구 한강로3가 40-15	서울	용산구	한강로3가	용일주유소	2019년 10월 4주	GS칼텍스	일반	1958.00	1658.00	1538.00
서울 용산구 한남동 704-14	서울	용산구	한남동	한남지점	2019년 10월 4주	SK에너지	일반	2398.00	2178.00	1998.00
서울 용산구 이촌동 302-79	서울	용산구	이촌동	한석주유소	2019년 10월 4주	SK에너지	일반	2057.00	1857.00	1740.00
서울 용산구 후암동 448-103	서울	용산구	후암동	현대오일뱅크(주)직영 소월길주유소	2019년 10월 4주	현대오일뱅크	일반	2297.00	1955.14	1865.14
서울 용산구 한남동 726-370	서울	용산구	한남동	흥국주유소	2019년 10월 4주	SK에너지	일반	2499.00	1999.00	1909.00
서울 은평구 수색동 154-5	서울	은평구	수색동	(주)명연에너지 수색훼미리주유소	2019년 10월 4주	현대오일뱅크	셀프	0.00	1505.00	1340.00
서울 은평구 신사동 338-4	서울	은평구	신사동	(주)에스지주유소	2019년 10월 4주	현대오일뱅크	셀프	0.00	1518.00	1378.00
서울 은평구 진관동 40	서울	은평구	진관동	SK네트웍스(주)은평드림주유소	2019년 10월 4주	SK에너지	일반	1743.29	1613.29	1486.14
서울 은평구 진관동 50	서울	은평구	진관동	뉴타운셀프주유소	2019년 10월 4주	S-OIL	셀프	0.00	1583.57	1424.14
서울 은평구 신사동 34-37	서울	은평구	신사동	다회주유소	2019년 10월 4주	S-OIL	셀프	0.00	1504.00	1354.00
서울 은평구 녹번동 19-38	서울	은평구	녹번동	대성산업㈜ 대성주유소	2019년 10월 4주	GS칼텍스	셀프	1727.14	1562.29	1422.29
서울 은평구 갈현동 1-6	서울	은평구	갈현동	박석고개주유소	2019년 10월 4주	SK에너지	셀프	0.00	1593.43	1430.29
서울 은평구 불광동 105-118	서울	은평구	불광동	불광주유소	2019년 10월 4주	현대오일뱅크	일반	0.00	1513.00	1363.00
서울 은평구 진관동 121	서울	은평구	진관동	성원이앤에스(주)은평지점	2019년 10월 4주	GS칼텍스	일반	1797.14	1583.29	1424.71
서울 은평구 불광동 493	서울	은평구	불광동	은평뉴타운주유소	2019년 10월 4주	SK에너지	셀프	0.00	1593.43	1430.29
서울 은평구 응암동 594-1	서울	은평구	응암동	이케이에너지(주)번개주유소	2019년 10월 4주	자가상표	셀프	0.00	1494.00	1330.00
서울 은평구 수색동 314-1	서울	은평구	수색동	지에스칼텍스(주)수색뉴타운주유소	2019년 10월 4주	GS칼텍스	셀프	0.00	1513.57	1347.14
서울 은평구 녹번동 59-1	서울	은평구	녹번동	지에스칼텍스㈜ 녹번주유소	2019년 10월 4주	GS칼텍스	일반	1719.71	1590.43	1433.29
서울 은평구 응암동 376-41	서울	은평구	응암동	지에스칼텍스㈜ 서부주유소	2019년 10월 4주	GS칼텍스	셀프	1670.57	1512.00	1374.71
서울 은평구 신사동 35-11	서울	은평구	신사동	지에스칼텍스㈜ 신사제일주유소	2019년 10월 4주	GS칼텍스	셀프	1712.57	1512.57	1362.57
서울 은평구 녹번동 154-1	서울	은평구	녹번동	코끼리주유소	2019년 10월 4주	자가상표	일반	0.00	1595.86	1475.86
서울 은평구 증산동 222-6	서울	은평구	증산동	타이거주유소	2019년 10월 4주	SK에너지	셀프	0.00	1505.00	1340.00
서울 종로구 사직동 262-85	서울	종로구	사직동	(주)대양씨앤씨 사직주유소	2019년 10월 4주	GS칼텍스	일반	2385.00	2178.00	1996.00
서울 종로구 혜화동 102-2	서울	종로구	혜화동	(주)중앙에너비스 혜화주유소	2019년 10월 4주	SK에너지	일반	2398.00	2178.00	1998.00
서울 종로구 경운동 96-18	서울	종로구	경운동	SK네트웍스(주)재동주유소	2019년 10월 4주	SK에너지	일반	0.00	1999.00	1899.00
서울 종로구 평창동 103-1	서울	종로구	평창동	SK북악주유소	2019년 10월 4주	SK에너지	일반	2298.00	1998.00	1898.00
서울 종로구 평창동 80-1	서울	종로구	평창동	㈜지에스이앤알 평창주유소	2019년 10월 4주	현대오일뱅크	일반	0.00	1659.00	1469.00
서울 종로구 중학동 14	서울	종로구	중학동	경복궁주유소	2019년 10월 4주	GS칼텍스	일반	2388.00	2176.00	1997.00
서울 종로구 평창동 198-1	서울	종로구	평창동	구도일주유소특종	2019년 10월 4주	S-OIL	일반	1988.00	1688.00	1528.00
서울 종로구 홍지동 126-1	서울	종로구	홍지동	안풍주유소	2019년 10월 4주	S-OIL	일반	1900.00	1574.00	1434.00
서울 종로구 부암동 155-3	서울	종로구	부암동	자하문주유소	2019년 10월 4주	SK에너지	셀프	1900.00	1664.57	1494.57
서울 중구 필동2가 47-4	서울	중구	필동2가	(주)중앙에너비스 퇴계로지점	2019년 10월 4주	SK에너지	일반	2398.00	2178.00	1998.00
서울 중구 남대문로5가 84-17	서울	중구	남대문로5가	SC(주) 역전주유소	2019년 10월 4주	GS칼텍스	일반	2430.86	2278.00	2087.00
서울 중구 봉래동1가 126-2	서울	중구	봉래동1가	서남주유소	2019년 10월 4주	SK에너지	일반	2654.00	2311.00	2165.57
서울 중구 신당동 741	서울	중구	신당동	세화주유소	2019년 10월 4주	알뜰주유소	일반	0.00	1616.00	1419.43
서울 중구 신당동 101-9	서울	중구	신당동	신당동주유소	2019년 10월 4주	SK에너지	일반	2248.00	1988.00	1838.00
서울 중구 신당동 336-5	서울	중구	신당동	약수주유소	2019년 10월 4주	GS칼텍스	일반	2436.00	2179.00	1997.86
서울 중구 장충동1가 31-1	서울	중구	장충동1가	장충주유소	2019년 10월 4주	SK에너지	일반	2450.00	2250.00	2029.00
서울 중구 초동 107-1	서울	중구	초동	지에스칼텍스(주)초동주유소	2019년 10월 4주	GS칼텍스	일반	2339.00	2189.00	2026.00
서울 중구 필동2가 3-1	서울	중구	필동2가	필동주유소	2019년 10월 4주	GS칼텍스	일반	2449.00	2219.00	2029.00
서울 중구 신당동 357-6	서울	중구	신당동	현대오일뱅크 장원주유소	2019년 10월 4주	현대오일뱅크	일반	1998.00	1798.00	1658.00
서울 중구 무학동 12-2	서울	중구	무학동	화성주유소	2019년 10월 4주	S-OIL	일반	0.00	1868.00	1698.00
서울 중랑구 신내동 347-2	서울	중랑구	신내동	(주)기지에너지	2019년 10월 4주	S-OIL	일반	0.00	1539.00	1389.00
서울 중랑구 면목동 146-72	서울	중랑구	면목동	(주)자연에너지 대창주유소	2019년 10월 4주	현대오일뱅크	일반	0.00	1497.00	1317.00
서울 중랑구 상봉동 137-8	서울	중랑구	상봉동	구도일주유소	2019년 10월 4주	S-OIL	셀프	0.00	1535.00	1375.00
서울 중랑구 면목동 145-56	서울	중랑구	면목동	구도일주유소 동천	2019년 10월 4주	S-OIL	셀프	0.00	1497.00	1317.00
서울 중랑구 상봉동 109-45	서울	중랑구	상봉동	대양주유소	2019년 10월 4주	GS칼텍스	일반	0.00	1509.00	1340.00
서울 중랑구 상봉동 100	서울	중랑구	상봉동	망우주유소(self)	2019년 10월 4주	GS칼텍스	셀프	0.00	1534.00	1378.00
서울 중랑구 면목동 175-1	서울	중랑구	면목동	면목SELF주유소	2019년 10월 4주	SK에너지	셀프	0.00	1497.00	1317.00
서울 중랑구 신내동 352	서울	중랑구	신내동	신내주유소	2019년 10월 4주	SK에너지	셀프	0.00	1533.00	1383.00
서울 중랑구 망우동 523-4	서울	중랑구	망우동	신일셀프주유소	2019년 10월 4주	SK에너지	셀프	0.00	1529.00	1398.00
서울 중랑구 면목동 169-3	서울	중랑구	면목동	오천만주유소	2019년 10월 4주	S-OIL	일반	0.00	1505.57	1317.00
서울 중랑구 면목동 528	서울	중랑구	면목동	용마로주유소	2019년 10월 4주	SK에너지	셀프	0.00	1535.00	1375.00
서울 중랑구 망우동 458-6	서울	중랑구	망우동	우림주유소	2019년 10월 4주	GS칼텍스	셀프	0.00	1497.00	1340.00
서울 중랑구 묵동 244-151	서울	중랑구	묵동	재원에너지㈜ 범아주유소	2019년 10월 4주	S-OIL	일반	0.00	1528.00	1378.00
서울 중랑구 중화동 207-22	서울	중랑구	중화동	중랑교	2019년 10월 4주	SK에너지	셀프	1915.00	1575.00	1429.00
서울 중랑구 면목동 161-17	서울	중랑구	면목동	지에스칼텍스㈜ 대원주유소	2019년 10월 4주	GS칼텍스	셀프	1752.00	1502.00	1322.00
서울 중랑구 망우동 147-23	서울	중랑구	망우동	지에스칼텍스㈜ 소망주유소	2019년 10월 4주	GS칼텍스	셀프	0.00	1541.00	1385.00
